Ring_Number	Year	Time_capt_dec	Temperature_capture	Temp_meandaycapture	Temp_previousdaymean	Temp_3daypreviousrunningmean	Temp_mindaycapture	Temp_previousdaymin	Temp_3daypreviousrunningmin	Temp_maxdaycapture	Temp_previousdaymax	Temp_3daypreviousrunningmax	sex	time_measured_CORT0sec	CORT0	time_measured_CORT30	CORT30
C3F8444	2015	9.116666667	16.33	15.249375	12.97375	12.16786111	8.469	10.614	9.373666667	20.412	15.963	15.12966667	2	110	5994.688	1800	39847.24
C3F8444	2017	9.75	18.2	18.65345833	15.46158333	14.95522222	12.05	12.606	9.943666667	24.895	19.056	19.61233333	2	170	10524.84	NA	NA
C3F8446	2015	11.76666667	14.529	12.97375	12.62425	12.21225	10.614	8.319	9.698666667	15.963	16.892	14.78733333	1	120	7522.52	1800	17578.08
C3F8447	2016	8.65	14.984	13.53029167	12.93616	12.97105333	11.589	11.54	10.92966667	17.415	14.792	15.32533333	1	150	7999.71	1860	10906.4
C3F8447	2018	9.25	15.7	15.26708333	14.79133333	13.76958333	11.759	9.558	9.381333333	20.293	20.793	19.048	1	120	4049.04	1800	21920.25
C3F8462	2017	11.33333333	9.2	9.161791667	8.282375	8.350333333	6.408	4.766	4.64	13.016	14.218	13.497	1	158	7950.3	1800	27075.7
C3F8462	2017	9.183333333	16.5	16.20604167	13.19804167	12.00141667	10.614	6.611	8.04	21.748	18.033	15.60133333	1	127	7242.36	1865	41677.8
C3F8469	2015	10.61666667	14.697	11.9305	15.249375	13.61579167	9.731	8.469	9.134	15.079	20.412	17.75566667	1	150	31006.4	1185	31006.4
C3F8472	2015	10	12.147	12.62425	10.90558333	13.715375	8.319	9.188	11.71266667	16.892	12.534	16.15133333	1	180	13644.88	1800	42853.552
C3F8472	2016	9.1	21.485	18.82720833	14.30454167	11.37338889	10.663	7.268	7.502333333	26.402	20.603	15.667	1	110	3898.89	2040	35618.3
C3F8473	2015	8.383333333	11.89	11.9305	15.249375	13.61579167	9.731	8.469	9.134	15.079	20.412	17.75566667	2	150	21754.628	1800	19619.8
C3F8473	2016	9	17.011	15.699125	11.793375	9.609513889	10.565	8.444	6.729666667	20.841	15.724	13.275	2	90	6489.87	1920	12568.6
C3F8488	2015	11.63333333	13.04	13.10691667	17.133625	17.04273611	11.589	14.361	11.05566667	14.936	20.984	22.63933333	1	150	4597.44	1800	35113.48
C3F8488	2016	10.56666667	11.72	10.87504167	8.940583333	9.148319444	7.594	7.645	6.169666667	15.247	11.151	12.795	1	180	1641.81	1920	16197.55
C3F8488	2016	9.416666667	14.505	14.90608333	13.47370833	18.28655556	11.589	11.734	14.32266667	18.557	15.342	22.78633333	1	NA	NA	NA	NA
C3F8490	2015	10.26666667	11.029	10.11575	8.905333333	8.194805556	7.268	6.864	5.963666667	13.064	11.832	10.75666667	1	240	21055.44	1800	31850.56
C3F8490	2016	8.65	11.7	11.20341667	7.300958333	6.372638889	6.306	4.558	4.627333333	15.986	11.248	9.112333333	1	180	8115.36	1920	26742.05
C3F8490	2017	9.866666667	8.8	8.579541667	6.46875	8.018486111	1.398	4.48	6.021666667	15.915	9.089	9.965666667	1	170	11121.51	1845	49685.7
C3K6407	2017	9.633333333	7.9	7.966416667	5.196291667	5.779527778	2.797	2.77	0.711666667	13.57	10.834	12.12766667	2	134	2406.99	1800	27001.35
C3K6408	2017	9.1	10.2	8.802208333	7.966416667	6.866222222	6.357	2.797	1.460666667	12.703	13.57	13.12933333	2	119	4445.19	1820	25132.35
C3K6408	2018	10.66666667	14.8	10.84216667	9.180208333	11.32683333	8.941	8.045	9.548333333	13.377	10.394	13.98333333	2	90	4060.98	1920	37921.65
C3K6408	2019	11.41666667	6.179	4.320979167	2.954479167	5.293631944	1.18	1.235	3.137666667	7.343	5.257	8.566333333	2	72	3479.61	2100	31527.15
C3K6409	2017	11.91666667	13.8	8.282375	8.802208333	7.321638889	4.766	6.357	3.974666667	14.218	12.703	12.369	2	140	8572.05	1780	28365.6
C3K6413	2017	8.533333333	7.7	9.161791667	8.282375	8.350333333	6.408	4.766	4.64	13.016	14.218	13.497	2	140	3713.46	1810	34101.2
C3K6414	2017	12.28333333	12.4	9.161791667	8.282375	8.350333333	6.408	4.766	4.64	13.016	14.218	13.497	2	156	3592.68	1675	25323.65
C3K6414	2017	8.783333333	22.5	22.40329167	22.613125	19.66451389	18.152	16.677	13.63733333	28.221	28.593	25.252	2	100	4484.88	1750	23804.95
C3K6415	2017	7.916666667	6.6	12.0935	9.161791667	8.748791667	3.591	6.408	5.843666667	19.984	13.016	13.31233333	1	150	4020.99	1860	66000.2
C3K6415	2019	12.25	10.49	6.787791667	4.320979167	4.187590278	0.934	1.18	1.234666667	12.001	7.343	7.811333333	1	70	1737.285	1440	27642.6
C3K6429	2018	8.133333333	11.9	12.95608333	10.84216667	10.31377778	10.051	8.941	8.601	16.415	13.377	12.439	1	120	6828.69	1800	10875
C3K6429	2019	9.083333333	12.703	13.687875	11.23058333	10.53819444	10.124	6.737	7.858333333	17.629	15.079	12.97033333	1	120	3117.1875	1920	26861.58
C3K6443	2018	9.966666667	14.553	13.218875	13.20608333	14.67979167	8.519	9.509	8.871666667	18.319	18.295	20.01633333	2	NA	NA	NA	NA
C3K6450	2017	8.816666667	9.2	14.374875	8.579541667	7.763222222	6	1.398	3.814333333	21.987	15.915	11.55366667	2	106	2352.21	1822	18814
C3K6451	2017	10.9	20	14.374875	8.579541667	7.763222222	6	1.398	3.814333333	21.987	15.915	11.55366667	2	128	4033.56	1750	23512.45
C3K6451	2017	10.2	16.6	14.98370833	18.05595833	18.80118056	12.437	15.533	15.49333333	19.294	21.676	23.10033333	2	140	3592.68	1843	23109
C3K6451	2018	10.56666667	14.2	12.95608333	10.84216667	10.31377778	10.051	8.941	8.601	16.415	13.377	12.439	2	65	2376.63	1500	21901
C3K6451	2019	8.75	12.32	11.30722917	6.866479167	6.105826389	2.877	3.696	3.255666667	17.938	9.977	9.095	2	80	1743.59	1560	13492.5
C3K6452	2017	10.96666667	21.5	14.374875	8.579541667	7.763222222	6	1.398	3.814333333	21.987	15.915	11.55366667	1	175	8011.86	1950	6582.8
C3K6452	2017	10.95	17.8	18.05595833	18.28695833	18.55372222	15.533	15.963	15.49333333	21.676	22.657	22.235	1	160	5511.96	1720	16985.85
C3K6452	2018	10.21666667	13.9	12.95608333	10.84216667	10.31377778	10.051	8.941	8.601	16.415	13.377	12.439	1	NA	NA	NA	NA
C3K6452	2019	8.866666667	12.799	11.30722917	6.866479167	6.105826389	2.877	3.696	3.255666667	17.938	9.977	9.095	1	170	6880.368	1840	13059.99
C3K6453	2017	9.383333333	14.3	14.634375	14.374875	9.807722222	10.541	6	3.959333333	20.055	21.987	15.66366667	2	130	4915.71	1860	19335.75
C3K6453	2017	10.2	18.3	17.54016667	18.014875	18.86848611	12.268	14.768	14.562	21.963	21.795	23.789	2	125	3843.63	1932	14602
C3K6475	2018	11.61666667	11.1	9.180208333	10.91895833	13.36733333	8.045	8.817	10.681	10.394	13.546	17.67233333	1	NA	NA	1800	44033.25
C3K6475	2019	8.833333333	4.22	5.437604167	6.013395833	6.071833333	3.327	2.744	3.492	8.07	9.238	8.922666667	1	105	2325.53	1440	16594.47
C3K6483	2017	9.316666667	16.6	14.95416667	16.63425	14.77929167	11.832	10.712	8.792	17.249	21.915	20.04933333	2	150	4714.32	1780	28433.1
C3K6500	2017	8.866666667	14	14.89841667	12.80520833	12.47626389	7.519	8.145	6.781	21.175	17.058	17.12733333	1	90	6100.11	1920	15039
C3K6566	2018	9.333333333	13	10.84216667	9.180208333	11.32683333	8.941	8.045	9.548333333	13.377	10.394	13.98333333	2	130	6018.48	2160	42282.45
C3K6566	2019	10.33333333	7.38	6.013395833	7.034708333	7.359777778	2.744	4.168	4.907333333	9.238	10.59	9.981	2	80	1292.47	NA	NA
C3K6649	2017	10.91666667	19.37	14.14416667	18.29754167	16.384125	6.813	11.419	9.531333333	19.627	23.448	21.919	2	120	3287.19	NA	NA
C3K6649	2018	10.41666667	21.4	17.960875	19.97691667	19.65701389	14.433	14.792	14.05733333	24.629	24.363	24.067	2	180	7931.95	2318	32347.95
C3K6655	2018	9.25	12.9	10.84216667	9.180208333	11.32683333	8.941	8.045	9.548333333	13.377	10.394	13.98333333	1	110	6497.25	1960	38459.55
C3K6803	2017	9.1	16.2	14.95416667	16.63425	14.77929167	11.832	10.712	8.792	17.249	21.915	20.04933333	1	90	2893.92	1780	30249.8
C3K6803	2018	10.58333333	10.5	9.180208333	10.91895833	13.36733333	8.045	8.817	10.681	10.394	13.546	17.67233333	1	120	19617.03	1620	52805.65
C3K6833	2017	10.23333333	8.64	9.161791667	8.282375	8.350333333	6.408	4.766	4.64	13.016	14.218	13.497	1	120	10787.31	1950	32036.45
C3K6846	2017	8.45	7.9	8.282375	8.802208333	7.321638889	4.766	6.357	3.974666667	14.218	12.703	12.369	1	140	7804.68	2020	21392.3
C3K7268	2016	9.316666667	11.273	11.793375	7.960791667	11.954125	8.444	5.924	7.469333333	15.724	9.213	16.83433333	1	160	5667.84	2220	14182
C3K7268	2018	9.95	22.4	19.19691667	18.64983333	17.81	15.652	14.17	14.20166667	22.321	22.609	22.27533333	1	110	2818.71	1860	21666.9
C3K7270	2016	10.45	14.07	11.20341667	7.300958333	6.372638889	6.306	4.558	4.627333333	15.986	11.248	9.112333333	1	120	3859.47	1980	21392.3
C3K7271	2016	9.916666667	14.864	13.43716667	12.53983333	14.14325	11.37	9.879	11.45433333	16.32	14.864	18.10433333	1	160	4563.48	2100	29684.55
C3K7271	2017	9.25	14	14.00083333	14.82145833	16.69691667	11.297	13.112	13.28066667	17.867	16.296	20.13233333	1	120	4471.86	1800	28454.45
C3K7272	2016	9.283333333	21.485	18.82720833	14.30454167	11.37338889	10.663	7.268	7.502333333	26.402	20.603	15.667	2	120	6569.4	1800	12390.6
C3K7272	2017	8.833333333	8.9	8.282375	8.802208333	7.321638889	4.766	6.357	3.974666667	14.218	12.703	12.369	2	110	9577.77	1710	16558.05
C3K7272	2018	11.9	16.6	12.95608333	10.84216667	10.31377778	10.051	8.941	8.601	16.415	13.377	12.439	2	150	3434.13	1670	24845.6
C3K7272	2019	9.116666667	11.71	10.5051875	10.11066667	7.073145833	5.77	4.402	2.172	15.318	15.318	11.554	2	160	4221.39	1627	19598.1
C3K7276	2016	10.11666667	12.413	11.793375	7.960791667	11.954125	8.444	5.924	7.469333333	15.724	9.213	16.83433333	2	100	6250.05	1920	16004.8
C3K7276	2017	9.933333333	9.2	9.161791667	8.282375	8.350333333	6.408	4.766	4.64	13.016	14.218	13.497	2	180	14789.19	1780	27501.4
C3K7278	2016	11.33333333	13.954	11.793375	7.960791667	11.954125	8.444	5.924	7.469333333	15.724	9.213	16.83433333	1	100	4577.64	1860	6749.65
C3K7279	2018	8.833333333	12.3	9.180208333	10.91895833	13.36733333	8.045	8.817	10.681	10.394	13.546	17.67233333	1	110	5149.83	1800	22981.15
C3K7283	2016	9.716666667	18.628	16.52391667	13.87120833	13.83829167	10.565	11.953	11.73466667	22.058	16.844	17.47833333	1	140	2963.4	2100	15921.15
C3K7285	2017	12.41666667	10	6.46875	8.241375	9.893402778	4.48	5.565	5.725333333	9.089	9.657	13.59733333	1	160	11251.38	2040	49458
C3K7285	2017	10.88333333	20.1	18.65345833	15.46158333	14.95522222	12.05	12.606	9.943666667	24.895	19.056	19.61233333	1	165	6917.19	1770	36764.05
C3K7286	2016	12.31666667	15.414	11.20341667	7.300958333	6.372638889	6.306	4.558	4.627333333	15.986	11.248	9.112333333	1	NA	NA	NA	NA
C3K7288	2016	9.616666667	11.26	10.87504167	8.940583333	9.148319444	7.594	7.645	6.169666667	15.247	11.151	12.795	2	110	2570.94	1950	14056.9
C3K7291	2016	8.133333333	16.701	15.587875	15.15820833	14.20259722	7.192	6.788	6.145333333	22.011	21.032	20.70633333	2	60	2973.21	1980	20785.8
C3K7291	2017	8.666666667	10	5.196291667	7.435958333	4.207597222	2.77	-1.185	-0.213	10.834	14.984	8.909666667	2	105	5776.35	1770	34358.35
C3K7291	2017	9.066666667	16.6	18.014875	19.937125	18.01738889	14.768	16.868	13.84133333	21.795	24.677	22.876	2	97	7693.11	1797	27234
C3K7291	2018	12.73333333	13.4	10.84216667	9.180208333	11.32683333	8.941	8.045	9.548333333	13.377	10.394	13.98333333	2	85	6542.61	1920	34813.15
C3K7291	2019	9.3	12.94	10.11066667	6.787791667	4.68775	4.402	0.934	1.116333333	15.318	12.001	8.200333333	2	59	1088.1	1800	16881.6
C3K7292	2016	9.516666667	19.41	15.587875	15.15820833	14.20259722	7.192	6.788	6.145333333	22.011	21.032	20.70633333	1	105	3628.95	1817	7154.2
C3K7292	2016	10.46666667	14.42	13.65029167	14.43025	14.10480556	11.37	12.413	11.463	16.796	17.891	17.42233333	1	100	3088.44	1920	6593.05
C3K7292	2017	11.86666667	10.9	7.435958333	4.706333333	2.190194444	-1.185	0.55	0.208333333	14.984	10.565	5.155666667	1	150	7161.87	1800	36472.1
C3K7292	2017	9.75	20.4	18.05595833	18.28695833	18.55372222	15.533	15.963	15.49333333	21.676	22.657	22.235	1	160	3742.59	1790	23154.05
C3K7293	2016	10	20.055	15.587875	15.15820833	14.20259722	7.192	6.788	6.145333333	22.011	21.032	20.70633333	2	170	7925.97	1860	9396.5
C3K7293	2017	11.91666667	10.9	7.435958333	4.706333333	2.190194444	-1.185	0.55	0.208333333	14.984	10.565	5.155666667	2	180	10012.83	1995	21385.15
C3K7294	2016	8.8	16.773	14.61466667	14.48216667	15.07608333	8.941	9.706	7.895333333	19.603	18.58	20.541	1	120	4144.8	1870	30569.05
C3K7294	2016	10	24.919	22.21741667	19.75266667	16.81155556	15.652	14.96	13.06466667	27.308	24.243	20.58666667	1	104	496.86	1740	3257.55
C3K7295	2016	8.916666667	16.773	14.61466667	14.48216667	15.07608333	8.941	9.706	7.895333333	19.603	18.58	20.541	2	165	1395.675	2100	16830.85
C3K7295	2016	12	26.793	22.21741667	19.75266667	16.81155556	15.652	14.96	13.06466667	27.308	24.243	20.58666667	2	140	3793.23	1790	3654.15
C3K7296	2016	8.583333333	5.36	6.049833333	9.551708333	10.05156944	4.818	6.687	8.106666667	7.72	11.443	12.04066667	1	NA	NA	NA	NA
C3K7297	2016	8.783333333	5.308	6.049833333	9.551708333	10.05156944	4.818	6.687	8.106666667	7.72	11.443	12.04066667	2	NA	NA	NA	NA
C3K7297	2017	12.83333333	9.4	6.46875	8.241375	9.893402778	4.48	5.565	5.725333333	9.089	9.657	13.59733333	2	150	6203.19	1747	22634.45
C3K7298	2016	11.5	7.19	6.049833333	9.551708333	10.05156944	4.818	6.687	8.106666667	7.72	11.443	12.04066667	1	140	1284.66	1800	8933.85
C3K7298	2017	9.166666667	10.4	8.802208333	7.966416667	6.866222222	6.357	2.797	1.460666667	12.703	13.57	13.12933333	1	120	3114	2160	7442.35
C3K7299	2016	12.51666667	7.14	6.049833333	9.551708333	10.05156944	4.818	6.687	8.106666667	7.72	11.443	12.04066667	2	150	10025.55	NA	NA
C3K7299	2018	12.03333333	13.4	10.84216667	9.180208333	11.32683333	8.941	8.045	9.548333333	13.377	10.394	13.98333333	2	80	2778.24	1740	29055.7
C3K7299	2019	9.083333333	7.77	6.013395833	7.034708333	7.359777778	2.744	4.168	4.907333333	9.238	10.59	9.981	2	100	4950.99	1500	22838.88
C3K7300	2016	8.016666667	5.975	5.767125	6.049833333	8.514083333	4.506	4.818	6.782	8.369	7.72	10.388	1	160	6964.71	2000	32250.45
C3K7301	2016	9.216666667	6.204	5.767125	6.049833333	8.514083333	4.506	4.818	6.782	8.369	7.72	10.388	1	130	5971.23	1860	19438.75
C3K7301	2016	9.983333333	18.366	13.96975	13.61379167	13.48595833	11.127	10.418	10.78433333	19.674	17.724	17.034	1	110	3739.59	NA	NA
C3K7302	2016	11.11666667	6.408	5.767125	6.049833333	8.514083333	4.506	4.818	6.782	8.369	7.72	10.388	1	NA	NA	1860	11342.05
C3K7303	2016	8.5	6.1	7.300958333	5.767125	7.122888889	4.558	4.506	5.337	11.248	8.369	9.177333333	2	150	4318.2	1980	17343.7
C3K7303	2018	8.5	12.6	9.180208333	10.91895833	13.36733333	8.045	8.817	10.681	10.394	13.546	17.67233333	2	80	3408.84	1740	29222.1
C3K7304	2016	8.833333333	7.142	7.300958333	5.767125	7.122888889	4.558	4.506	5.337	11.248	8.369	9.177333333	1	NA	NA	NA	NA
C3K7305	2016	10.81666667	8.916	7.300958333	5.767125	7.122888889	4.558	4.506	5.337	11.248	8.369	9.177333333	2	110	4183.86	1860	7401.95
C3K7306	2016	10.93333333	8.916	7.300958333	5.767125	7.122888889	4.558	4.506	5.337	11.248	8.369	9.177333333	1	180	3343.32	1860	3918.85
C3K7307	2016	11.91666667	9.46	7.300958333	5.767125	7.122888889	4.558	4.506	5.337	11.248	8.369	9.177333333	2	200	13073.82	1860	56202.05
C3K7307	2016	8.266666667	15.19	16.43141667	14.25058333	13.33018056	13.449	10.785	10.79333333	19.698	17.819	16.218	2	129	9983.16	1968	26079.15
C3K7308	2016	11.51666667	14.92	11.20341667	7.300958333	6.372638889	6.306	4.558	4.627333333	15.986	11.248	9.112333333	1	120	5042.22	1980	21327.75
C3K7309	2016	7.483333333	9.5	8.940583333	11.20341667	8.0905	7.645	6.306	5.123333333	11.151	15.986	11.86766667	1	NA	NA	NA	NA
C3K7310	2016	8.3	10.296	10.87504167	8.940583333	9.148319444	7.594	7.645	6.169666667	15.247	11.151	12.795	2	90	9434.37	1860	32796.3
C3K7311	2016	12.01666667	13.161	10.87504167	8.940583333	9.148319444	7.594	7.645	6.169666667	15.247	11.151	12.795	2	105	3948.09	1860	22850.45
C3K7312	2016	8.75	15.16	14.30454167	10.87504167	10.33968056	7.268	7.594	7.181666667	20.603	15.247	14.128	1	NA	NA	NA	NA
C3K7313	2016	8.266666667	11.929	9.074375	18.82720833	14.66893056	5.821	10.663	8.508333333	14.888	26.402	20.75066667	1	110	4954.53	2100	18416.6
C3K7314	2016	11.06666667	14.96	13.43716667	12.53983333	14.14325	11.37	9.879	11.45433333	16.32	14.864	18.10433333	1	110	2605.68	1920	10284.85
C3K7314	2017	10.53333333	14.5	12.0935	9.161791667	8.748791667	3.591	6.408	5.843666667	19.984	13.016	13.31233333	1	150	4155.18	1748	13199.75
C3K7315	2016	8.85	19.032	17.82566667	16.52391667	14.83616667	12.001	10.565	11.39333333	22.705	22.058	19.026	2	100	4970.97	2100	39448.1
C3K7315	2017	10.15	7.6	7.435958333	4.706333333	2.190194444	-1.185	0.55	0.208333333	14.984	10.565	5.155666667	2	120	4465.41	1800	33557.45
C3K7316	2016	9.033333333	19.032	17.82566667	16.52391667	14.83616667	12.001	10.565	11.39333333	22.705	22.058	19.026	1	100	609.72	2040	10984.3
C3K7316	2017	10.08333333	14.5	14.00083333	14.82145833	16.69691667	11.297	13.112	13.28066667	17.867	16.296	20.13233333	1	160	4728.9	1770	22066.4
C3K7316	2018	7.533333333	10.6	11.95395833	12.95608333	10.99281944	7.945	10.051	9.012333333	17.153	16.415	13.39533333	1	140	5186.76	2460	41855.35
C3K7317	2016	12.93333333	17.629	14.40466667	13.22579167	15.25861111	9.854	11.516	12.12133333	18.771	14.745	17.85966667	2	130	13167.48	1860	33192.45
C3K7317	2017	8.766666667	11.3	12.0935	9.161791667	8.748791667	3.591	6.408	5.843666667	19.984	13.016	13.31233333	2	80	7076.43	1770	27767.2
C3K7318	2016	13	17.629	14.40466667	13.22579167	15.25861111	9.854	11.516	12.12133333	18.771	14.745	17.85966667	1	110	1555.17	1800	1536.6
C3K7318	2017	9.483333333	20.6	21.62066667	19.68220833	17.78976389	14.697	12.098	10.69933333	27.481	25.793	23.52933333	1	116	1733.97	1840	9257.7
C3K7318	2019	9.983333333	14.242	13.687875	11.23058333	10.53819444	10.124	6.737	7.858333333	17.629	15.079	12.97033333	1	85	2875.58	1550	12370.86
C3K7319	2017	8.983333333	14.7	17.98833333	15.69875	14.79230556	10.614	9.386	10.64333333	23.93	20.865	18.589	2	116	6709.95	1810	17470.7
C3K7323	2016	8.75	10.907	12.38116667	13.96975	13.59244444	8.145	11.127	10.70333333	17.201	19.674	17.99333333	2	150	7264.32	1800	9511.8
C3K7335	2017	8.75	17.6	18.69379167	16.5755	17.44127778	12.992	13.738	14.40033333	23.665	20.436	20.873	1	98	3111.24	1765	11855.65
C3K7336	2017	9.083333333	18	18.69379167	16.5755	17.44127778	12.992	13.738	14.40033333	23.665	20.436	20.873	2	120	6946.29	1755	25183.6
C3K7337	2019	11.58333333	8.444	6.013395833	7.034708333	7.359777778	2.744	4.168	4.907333333	9.238	10.59	9.981	2	110	5338.32	1819	40998.57
C3K7342	2017	10.66666667	15.5	12.00629167	14.00083333	15.83869444	8.717	11.297	12.467	14.194	17.867	19.276	2	180	14376.48	1810	39925.2
C3K7342	2018	8.133333333	10.6	11.95395833	12.95608333	10.99281944	7.945	10.051	9.012333333	17.153	16.415	13.39533333	2	NA	NA	NA	NA
C3K7352	2018	10.21666667	19.3	18.38608333	19.04779167	18.37518056	13.618	13.714	12.53533333	23.04	25.647	23.78933333	2	105	3371.52	1800	27265.3
C3K7364	2017	10.55	19.8	16.20604167	13.19804167	12.00141667	10.614	6.611	8.04	21.748	18.033	15.60133333	1	180	2767.53	1845	29877.3
C3K7364	2018	9.566666667	14.4	12.151625	12.25495833	16.27879167	9.756	10.98	13.95933333	14.864	14.625	20.17133333	1	75	1744.41	1740	27395.05
C3K7364	2019	8.333333333	6.17	6.866479167	5.437604167	6.161902778	3.696	3.327	3.413	9.977	8.07	9.299333333	1	145	3011.97	1759	40608.54
C3K7365	2017	10.75	20.2	16.20604167	13.19804167	12.00141667	10.614	6.611	8.04	21.748	18.033	15.60133333	2	161	5927.85	1870	44474
C3K7366	2017	9.483333333	17.4	18.65345833	15.46158333	14.95522222	12.05	12.606	9.943666667	24.895	19.056	19.61233333	1	180	3589.86	1800	17681.75
C3K7401	2016	9.616666667	13.09	11.20341667	7.300958333	6.372638889	6.306	4.558	4.627333333	15.986	11.248	9.112333333	1	160	10081.47	1920	16926.1
C3K7435	2015	10.83333333	17.57	14.958875	14.281625	13.88225	8.866	11.492	9.068	18.961	17.201	18.636	2	NA	NA	NA	NA
C3K7440	2017	9.733333333	16.7	14.374875	8.579541667	7.763222222	6	1.398	3.814333333	21.987	15.915	11.55366667	2	160	6035.07	1800	18330.1
C3K7440	2018	7.616666667	9.7	14.79133333	13.83879167	12.82379167	9.558	8.045	8.843666667	20.793	20.031	17.83466667	2	140	8128.32	1770	28147.5
C3K7441	2016	12.5	15.64	11.20341667	7.300958333	6.372638889	6.306	4.558	4.627333333	15.986	11.248	9.112333333	2	150	5371.29	NA	NA
C3K7441	2017	11.11666667	14.3	8.282375	8.802208333	7.321638889	4.766	6.357	3.974666667	14.218	12.703	12.369	2	150	5195.64	1805	6552.2
C3K7519	2016	11.68333333	15.748	13.65029167	14.43025	14.10480556	11.37	12.413	11.463	16.796	17.891	17.42233333	2	100	1802.34	1920	8898.3
C3R1134	2018	7.366666667	10.9	12.95608333	10.84216667	10.31377778	10.051	8.941	8.601	16.415	13.377	12.439	1	180	15750.45	1980	53336.6
C3R1135	2018	11.16666667	16.3	13.88133333	15.30170833	15.03433333	11.783	11.443	10.28	18.01	21.461	20.661	2	90	1867.38	2700	20132.05
C3R1136	2018	9.6	14.3	10.91895833	13.88133333	15.34188889	8.817	11.783	11.44266667	13.546	18.01	20.62933333	1	90	2727.18	2100	47663.2
C3R1136	2018	9.5	20.7	18.64566667	18.06395833	16.48905556	14.936	14.026	10.59866667	21.915	21.676	21.03233333	1	120	2395.9125	1500	46262.55
C3R1137	2018	9.8	14.1	10.91895833	13.88133333	15.34188889	8.817	11.783	11.44266667	13.546	18.01	20.62933333	2	170	7409.22	NA	NA
C3R1137	2018	9.166666667	20.7	18.64566667	18.06395833	16.48905556	14.936	14.026	10.59866667	21.915	21.676	21.03233333	2	70	1485.18	2040	28328.25
C3R1138	2018	9.533333333	11	9.180208333	10.91895833	13.36733333	8.045	8.817	10.681	10.394	13.546	17.67233333	1	180	7253.88	1740	41092
C3R1139	2018	9.583333333	10.5	9.180208333	10.91895833	13.36733333	8.045	8.817	10.681	10.394	13.546	17.67233333	2	90	11315.16	2030	55402.15
C3R1139	2019	12.08333333	11.637	10.5051875	10.11066667	7.073145833	5.77	4.402	2.172	15.318	15.318	11.554	2	130	2524.92	1948	33459.09
C3R1140	2018	10.95	10.1	9.180208333	10.91895833	13.36733333	8.045	8.817	10.681	10.394	13.546	17.67233333	2	68	4974.48	1500	43824.6
C3R1141	2018	11.53333333	10.17	9.180208333	10.91895833	13.36733333	8.045	8.817	10.681	10.394	13.546	17.67233333	2	105	2969.94	NA	NA
C3R1142	2018	9.416666667	11	10.84216667	9.180208333	11.32683333	8.941	8.045	9.548333333	13.377	10.394	13.98333333	1	85	7267.68	1380	37600.95
C3R1143	2018	7.583333333	10.7	10.84216667	9.180208333	11.32683333	8.941	8.045	9.548333333	13.377	10.394	13.98333333	2	70	4041.15	1680	33758.25
C3R1144	2018	9.166666667	13	10.84216667	9.180208333	11.32683333	8.941	8.045	9.548333333	13.377	10.394	13.98333333	1	165	7288.575	1980	34309.8
C3R1145	2018	9.516666667	13	10.84216667	9.180208333	11.32683333	8.941	8.045	9.548333333	13.377	10.394	13.98333333	2	130	5462.97	NA	NA
C3R1145	2019	12.41666667	12.074	10.49629167	10.5051875	9.134548611	7.82	5.77	3.702	13.666	15.318	14.21233333	2	124	3464.26	1725	29318.67
C3R1152	2018	8.333333333	11.7	12.95608333	10.84216667	10.31377778	10.051	8.941	8.601	16.415	13.377	12.439	2	126	2789.85	1746	30710.7
C3R1152	2019	11.88333333	20.793	16.83464583	13.687875	11.52888889	10.271	10.124	8.393333333	22.034	17.629	14.814	2	125	1797.54	1530	10036.77
C3R1153	2018	9	11.9	12.95608333	10.84216667	10.31377778	10.051	8.941	8.601	16.415	13.377	12.439	1	110	5758.62	1800	64477.45
C3R1154	2018	9	12.4	12.95608333	10.84216667	10.31377778	10.051	8.941	8.601	16.415	13.377	12.439	2	130	6127.86	2160	27986.3
C3R1154	2019	11.86666667	11.37	9.877229167	10.49629167	10.37071528	6.99	7.82	5.997333333	12.413	13.666	14.76733333	2	91	2029.788	1590	20707.23
C3R1155	2018	9	11.9	11.95395833	12.95608333	10.99281944	7.945	10.051	9.012333333	17.153	16.415	13.39533333	2	90	3672.06	2000	34828.25
C3R1155	2018	9.35	17.4	15.08745833	15.0795	14.11093056	11.686	10.663	10.70366667	19.508	18.414	17.07333333	2	149	5810.58	1950	13415
C3R1156	2018	9.9	12.3	11.95395833	12.95608333	10.99281944	7.945	10.051	9.012333333	17.153	16.415	13.39533333	1	110	4650.18	2220	30586.1
C3R1157	2018	9.85	12.3	11.95395833	12.95608333	10.99281944	7.945	10.051	9.012333333	17.153	16.415	13.39533333	2	110	5477.52	2220	45780.8
C3R1157	2019	7.866666667	10.075	10.49629167	10.5051875	9.134548611	7.82	5.77	3.702	13.666	15.318	14.21233333	2	150	4553	1518	26375.85
C3R1158	2018	10.81666667	13.7	11.95395833	12.95608333	10.99281944	7.945	10.051	9.012333333	17.153	16.415	13.39533333	1	85	3697.59	1830	27687.6
C3R1158	2019	8.966666667	12.896	10.11066667	6.787791667	4.68775	4.402	0.934	1.116333333	15.318	12.001	8.200333333	1	92	4942.815	1910	29972.55
C3R1159	2018	8.683333333	12.7	12.678625	11.95395833	11.91740278	10.541	7.945	8.979	16.32	17.153	15.64833333	2	60	3941.79	1890	60203.2
C3R1159	2019	11.4	7.066	5.437604167	6.013395833	6.071833333	3.327	2.744	3.492	8.07	9.238	8.922666667	2	65	3952.46	1740	26501.64
