Ring_Number	Year	Time_capt_dec	Temperature_capture	Temp_meandaycapture	Temp_previousdaymean	Temp_3daypreviousrunningmean	Temp_mindaycapture	Temp_previousdaymin	Temp_3daypreviousrunningmin	Temp_maxdaycapture	Temp_previousdaymax	Temp_3daypreviousrunningmax	sex	time_measured_CORT0sec	CORT0	time_measured_CORT30	CORT30
C3R1160	2018	8.45	13.1	13.83879167	12.678625	12.52955556	8.045	10.541	9.512333333	20.031	16.32	16.62933333	1	80	5368.86	1740	36330
C3R1160	2018	10	16.7	15.66441667	12.85729167	14.34141667	13.714	10.59	10.97966667	18.985	14.601	17.50766667	1	90	1155.18	1650	7087
C3R1161	2018	8.3	12	14.79133333	13.83879167	12.82379167	9.558	8.045	8.843666667	20.793	20.031	17.83466667	1	80	1826.19	2100	28213.8
C3R1161	2019	8.433333333	11.273	9.877229167	10.49629167	10.37071528	6.99	7.82	5.997333333	12.413	13.666	14.76733333	1	65	2608.44	1420	18181.95
C3R1162	2018	8.2	14.9	15.03158333	15.26708333	14.63240278	11.953	11.759	9.787333333	17.915	20.293	20.37233333	1	140	10918.74	2700	37820.3
C3R1162	2019	10	7.795	6.866479167	5.437604167	6.161902778	3.696	3.327	3.413	9.977	8.07	9.299333333	1	85	2312.7	1620	24854.1
C3R1163	2018	8.666666667	14.9	15.03158333	15.26708333	14.63240278	11.953	11.759	9.787333333	17.915	20.293	20.37233333	2	150	8110.56	2040	30822.95
C3R1163	2019	9.75	7.54	6.866479167	5.437604167	6.161902778	3.696	3.327	3.413	9.977	8.07	9.299333333	2	140	7408.01	1908	14125.25
C3R1164	2018	10.41666667	17.8	15.96045833	15.03158333	15.03	10.687	11.953	11.09	21.604	17.915	19.667	1	175	5042.34	2100	25608.7
C3R1166	2018	10.56666667	21.4	17.960875	19.97691667	19.65701389	14.433	14.792	14.05733333	24.629	24.363	24.067	1	80	2853.27	1920	16219.6
C3R1167	2018	9.8	18.7	17.00445833	17.960875	19.33894444	13.738	14.433	14.353	20.817	24.629	24.58066667	2	80	2689.8	1830	31394.65
C3R1167	2019	10.05	5.77	5.437604167	6.013395833	6.071833333	3.327	2.744	3.492	8.07	9.238	8.922666667	2	105	1607.73	1740	38448.6
C3R1168	2018	10.01666667	22.5	19.19691667	18.64983333	17.81	15.652	14.17	14.20166667	22.321	22.609	22.27533333	2	150	5219.94	1940	24045.1
C3R1169	2018	9.266666667	16.5	16.09504167	16.2295	15.67645833	13.81	13.112	11.071	19.199	20.96	20.11166667	2	73	2156.58	1560	16160.3
C3R1169	2019	8.116666667	6.026	6.866479167	5.437604167	6.161902778	3.696	3.327	3.413	9.977	8.07	9.299333333	2	75	3537.84	1665	25965.72
C3R1170	2018	9.083333333	18.8	19.815	17.40708333	16.57720833	14.553	13.642	13.52133333	24.195	20.889	20.34933333	2	90	3980.94	2340	21099.45
C3R1302	2017	8.55	10.77	12.0935	9.161791667	8.748791667	3.591	6.408	5.843666667	19.984	13.016	13.31233333	1	128	1366.83	1789	2889.95
C3R1304	2017	11.46666667	13.23	8.282375	8.802208333	7.321638889	4.766	6.357	3.974666667	14.218	12.703	12.369	2	93	3419.88	1791	11335.85
C3R1304	2017	8.333333333	13.6	16.20604167	13.19804167	12.00141667	10.614	6.611	8.04	21.748	18.033	15.60133333	2	148	1780.26	1780	16974.75
C3R1304	2018	10.48333333	14.5	10.84216667	9.180208333	11.32683333	8.941	8.045	9.548333333	13.377	10.394	13.98333333	2	85	2285.01	2010	23137.75
C3R1308	2017	9.6	11.9	12.0935	9.161791667	8.748791667	3.591	6.408	5.843666667	19.984	13.016	13.31233333	2	130	9764.43	1800	32718.05
C3R1309	2017	9.766666667	12.8	12.0935	9.161791667	8.748791667	3.591	6.408	5.843666667	19.984	13.016	13.31233333	1	139	3575.7	1725	14201.25
C3R1309	2018	9.416666667	19.4	17.40708333	16.09504167	16.21102778	13.642	13.81	12.357	20.889	19.199	20.48433333	1	85	1155.18	NA	NA
C3R1309	2018	10.58333333	21.8	19.815	17.40708333	16.57720833	14.553	13.642	13.52133333	24.195	20.889	20.34933333	1	110	2285.01	1500	6569.65
C3R1312	2017	8.916666667	8.62	9.161791667	8.282375	8.350333333	6.408	4.766	4.64	13.016	14.218	13.497	2	180	1015.92	1920	19313
C3R1312	2019	8.666666667	7.56	6.013395833	7.034708333	7.359777778	2.744	4.168	4.907333333	9.238	10.59	9.981	2	82	4809.12	1860	16402.8
C3R1313	2017	11.4	11.42	8.579541667	6.46875	8.018486111	1.398	4.48	6.021666667	15.915	9.089	9.965666667	1	105	3519.24	1809	23083.8
C3R1313	2018	11.11666667	14.8	12.95608333	10.84216667	10.31377778	10.051	8.941	8.601	16.415	13.377	12.439	1	90	2219.04	1680	10896.2
C3R1313	2019	10.86666667	16.963	13.33585417	11.48041667	10.56029167	6.687	7.77	8.690666667	18.652	15.342	12.80666667	1	135	1892.1	1550	20332.08
C3R1415	2019	9.5	3.801	5.167395833	9.877229167	10.29290278	3.564	6.99	6.86	6.94	12.413	13.799	1	NA	NA	NA	NA
C3R6833	2018	9.883333333	20.2	18.6735	17.40425	16.13209722	13.425	10.467	11.03566667	23.28	22.441	20.65333333	1	120	2002.14	2040	21544.95
C3Y2109	2019	12.13333333	7.544	5.437604167	6.013395833	6.071833333	3.327	2.744	3.492	8.07	9.238	8.922666667	2	120	2273.98	NA	NA
C3Y2160	2019	9.266666667	12.04	10.49629167	10.5051875	9.134548611	7.82	5.77	3.702	13.666	15.318	14.21233333	2	95	3689.33	1560	38500.2
C3Y2222	2019	8.233333333	7.32	6.013395833	7.034708333	7.359777778	2.744	4.168	4.907333333	9.238	10.59	9.981	1	105	1842.36	1980	13458.24
C3Y2247	2019	9.066666667	11.637	11.48041667	10.3676875	10.37793056	7.77	9.213	9.483666667	15.342	12.195	11.46633333	2	70	3012.61	1860	37797.78
C3Y2248	2019	10	13.57	10.49629167	10.5051875	9.134548611	7.82	5.77	3.702	13.666	15.318	14.21233333	1	88	1394.39	1640	20643
C3Y2254	2019	12.75	15.17	10.11066667	6.787791667	4.68775	4.402	0.934	1.116333333	15.318	12.001	8.200333333	1	89	5951.865	NA	NA
C3Y2267	2019	12.75	7.91	5.437604167	6.013395833	6.071833333	3.327	2.744	3.492	8.07	9.238	8.922666667	1	100	1123.3	1680	24534.09
C5E9101	2019	12.46666667	6.661	4.320979167	2.954479167	5.293631944	1.18	1.235	3.137666667	7.343	5.257	8.566333333	2	80	2469.6	2000	47432.64
C5E9102	2019	12.43333333	15.031	10.11066667	6.787791667	4.68775	4.402	0.934	1.116333333	15.318	12.001	8.200333333	2	55	1821.615	1833	12514.53
C5E9103	2019	8.783333333	7.318	7.034708333	5.167395833	8.513638889	4.168	3.564	6.124666667	10.59	6.94	11.00633333	1	115	5872.17	1905	33644.82
C5E9104	2019	11.08333333	12.896	10.5051875	10.11066667	7.073145833	5.77	4.402	2.172	15.318	15.318	11.554	1	110	3742.068	1500	18596.04
C5E9105	2019	11.78333333	11.467	10.49629167	10.5051875	9.134548611	7.82	5.77	3.702	13.666	15.318	14.21233333	2	112	2046.06	1497	21470.28
C5E9108	2019	12.75	6.45	4.320979167	2.954479167	5.293631944	1.18	1.235	3.137666667	7.343	5.257	8.566333333	1	170	360.36	1740	23789.28
C5E9109	2019	10.2	9.66	6.787791667	4.320979167	4.187590278	0.934	1.18	1.234666667	12.001	7.343	7.811333333	2	150	6197.468571	1920	27161.2
C5E9111	2019	8.05	10.98	10.11066667	6.787791667	4.68775	4.402	0.934	1.116333333	15.318	12.001	8.200333333	1	80	2436.855	1830	25219.23
C5E9112	2019	9.616666667	12.896	10.5051875	10.11066667	7.073145833	5.77	4.402	2.172	15.318	15.318	11.554	2	120	3439.05	NA	NA
C5E9113	2019	8.033333333	10.418	10.5051875	10.11066667	7.073145833	5.77	4.402	2.172	15.318	15.318	11.554	2	90	4544.475	1553	24320.37
C5E9114	2019	9.833333333	12.94	10.5051875	10.11066667	7.073145833	5.77	4.402	2.172	15.318	15.318	11.554	1	120	4784.5525	1728	25231.77
C5E9115	2019	10.65	13.329	10.5051875	10.11066667	7.073145833	5.77	4.402	2.172	15.318	15.318	11.554	2	135	3130.275	1500	36975.15
C5E9116	2019	8.016666667	10.075	10.49629167	10.5051875	9.134548611	7.82	5.77	3.702	13.666	15.318	14.21233333	1	130	2568.828	1531	26698.5
C5E9117	2019	9	11.419	10.49629167	10.5051875	9.134548611	7.82	5.77	3.702	13.666	15.318	14.21233333	1	120	5820.31	1628	19455.39
C5E9119	2019	10.31666667	13.39	10.49629167	10.5051875	9.134548611	7.82	5.77	3.702	13.666	15.318	14.21233333	2	98	2941.64	1391	19699.83
C5E9120	2019	10.93333333	12.871	10.49629167	10.5051875	9.134548611	7.82	5.77	3.702	13.666	15.318	14.21233333	2	100	3569.11	1560	26269.35
C5E9121	2019	10.1	12.389	9.877229167	10.49629167	10.37071528	6.99	7.82	5.997333333	12.413	13.666	14.76733333	2	72	1875.09	1319	30360.72
C5E9122	2019	10.06666667	12.389	9.877229167	10.49629167	10.37071528	6.99	7.82	5.997333333	12.413	13.666	14.76733333	1	76	1627.68	1660	14796.81
C5E9123	2019	7.55	7.494	6.013395833	7.034708333	7.359777778	2.744	4.168	4.907333333	9.238	10.59	9.981	2	95	6572.23	1970	34591.41
C5E9124	2019	8.75	7.56	6.013395833	7.034708333	7.359777778	2.744	4.168	4.907333333	9.238	10.59	9.981	1	120	2081.48	1920	27357.15
C5E9125	2019	9.883333333	6.813	6.013395833	7.034708333	7.359777778	2.744	4.168	4.907333333	9.238	10.59	9.981	1	160	6673.93	1620	26973.84
C5E9126	2019	10.53333333	7.945	6.013395833	7.034708333	7.359777778	2.744	4.168	4.907333333	9.238	10.59	9.981	2	100	5531.49	1710	27566.04
C5E9127	2019	10.63333333	7.945	6.013395833	7.034708333	7.359777778	2.744	4.168	4.907333333	9.238	10.59	9.981	1	150	4798.83	2085	29972.85
C5E9128	2019	11.08333333	6.788	5.437604167	6.013395833	6.071833333	3.327	2.744	3.492	8.07	9.238	8.922666667	2	95	4858.1	1800	34964.61
C5E9129	2019	9.716666667	14.29	11.30722917	6.866479167	6.105826389	2.877	3.696	3.255666667	17.938	9.977	9.095	1	NA	NA	1920	30423.57
C5E9130	2019	9.583333333	13.954	11.30722917	6.866479167	6.105826389	2.877	3.696	3.255666667	17.938	9.977	9.095	2	90	3158.62	1620	40244.34
C5E9131	2019	10.53333333	15.461	11.30722917	6.866479167	6.105826389	2.877	3.696	3.255666667	17.938	9.977	9.095	1	73	619.27	1890	15182.52
C5E9132	2019	10.8	15.6	11.30722917	6.866479167	6.105826389	2.877	3.696	3.255666667	17.938	9.977	9.095	2	140	2679.73125	1650	30894
C5E9133	2019	9.466666667	15.461	13.58072917	13.493	10.55556944	7.995	6.712	4.428333333	19.674	19.222	15.71233333	1	80	1207.75	2100	28326.24
C5E9134	2019	11.15	17.391	13.58072917	13.493	10.55556944	7.995	6.712	4.428333333	19.674	19.222	15.71233333	2	80	2182.52	1560	25640.88
C5E9145	2019	9.8	16.368	13.33585417	11.48041667	10.56029167	6.687	7.77	8.690666667	18.652	15.342	12.80666667	1	90	3625.96	1590	24897.18
C5E9146	2019	11.25	15.74	13.33585417	11.48041667	10.56029167	6.687	7.77	8.690666667	18.652	15.342	12.80666667	2	130	4961.13	1540	34004.88
C5E9158	2019	10.75	20.7	16.83464583	13.687875	11.52888889	10.271	10.124	8.393333333	22.034	17.629	14.814	1	125	2113.47	1860	29436.78
C5E9159	2019	12.66666667	21.45	16.83464583	13.687875	11.52888889	10.271	10.124	8.393333333	22.034	17.629	14.814	2	70	2830.75	NA	NA
C5E9160	2019	8.666666667	21.96	19.67845833	19.09639583	16.53963889	12.92	12.654	11.01633333	25.89	24.774	21.479	1	100	2201.31	1665	19645.05
C5E9161	2019	8.9	22.321	19.67845833	19.09639583	16.53963889	12.92	12.654	11.01633333	25.89	24.774	21.479	2	80	1765.06	1725	19759.83
C5E9195	2019	9.733333333	12.72	11.48041667	10.3676875	10.37793056	7.77	9.213	9.483666667	15.342	12.195	11.46633333	2	75	9269.54	1860	11506.29
C5E9196	2019	12.1	11.637	10.5051875	10.11066667	7.073145833	5.77	4.402	2.172	15.318	15.318	11.554	1	128	8100.675	1421	37095.63
C5E9197	2019	8.8	12.896	10.11066667	6.787791667	4.68775	4.402	0.934	1.116333333	15.318	12.001	8.200333333	2	120	3810.135	NA	NA
